postTime,lon,lat,sog,cog,heading,rot
2025-07-01 00:21:00,119.55356333333332,32.238485,0.0,195.0,,
2025-07-01 00:55:02,119.55293833333332,32.23809333333333,4.5,234.2,,
2025-07-01 01:01:06,119.55086666666666,32.219676666666665,11.2,178.6,,
2025-07-01 01:05:36,119.55149166666666,32.20966166666667,7.6,173.9,,
2025-07-01 01:07:38,119.55198333333334,32.21257333333333,7.8,1.5,,
2025-07-01 01:12:08,119.55160333333332,32.22195,10.7,353.8,,
2025-07-01 01:15:09,119.54573333333332,32.229663333333335,11.4,317.5,,
2025-07-01 01:17:10,119.54136,32.233398333333334,8.6,323.7,,
2025-07-01 01:21:13,119.543595,32.23191666666666,6.8,139.5,,
2025-07-01 01:23:42,119.54556333333332,32.22971833333333,6.4,147.2,,
2025-07-01 01:26:45,119.54870333333334,32.22425,6.8,162.3,,
2025-07-01 01:32:15,119.54977333333332,32.213453333333334,7.9,183.9,,
2025-07-01 01:34:18,119.55119333333332,32.20592166666667,17.2,176.1,,
2025-07-01 01:38:49,119.552145,32.206966666666666,8.5,355.3,,
2025-07-01 01:41:18,119.55205,32.20988666666667,5.7,0.1,,
2025-07-01 01:45:19,119.55183833333334,32.217905,5.7,355.7,,
2025-07-01 01:49:21,119.548915,32.225005,6.4,334.8,,
2025-07-01 02:00:26,119.54780333333332,32.227645,2.4,320.5,,
2025-07-01 02:03:57,119.544115,32.23180333333333,3.8,314.4,,
2025-07-01 02:07:00,119.54014666666669,32.234505,4.9,333.1,,
2025-07-01 02:12:00,119.54538166666669,32.22881833333334,8.9,144.6,,
2025-07-01 02:14:01,119.54810833333332,32.224381666666666,8.9,160.2,,
2025-07-01 02:16:02,119.54918333333332,32.21948666666667,7.6,174.1,,
2025-07-01 02:19:03,119.54987333333334,32.218806666666666,13.5,122.8,,
2025-07-01 02:20:34,119.55113666666666,32.21261333333333,15.3,177.7,,
2025-07-01 02:22:06,119.55178666666669,32.2075,3.6,7.7,,
2025-07-01 02:26:05,119.55278166666666,32.21265,5.2,4.8,,
2025-07-01 02:28:36,119.55155833333332,32.21876,9.9,350.8,,
2025-07-01 02:30:37,119.54991333333334,32.22430166666667,9.1,331.9,,
2025-07-01 02:33:38,119.54575833333334,32.22965166666667,8.0,328.6,,
2025-07-01 02:37:09,119.54207833333334,32.23321833333333,2.8,311.7,,
2025-07-01 02:40:40,119.54496,32.23004,8.4,143.4,,
2025-07-01 02:42:41,119.54774333333332,32.2256,8.1,158.8,,
2025-07-01 02:46:12,119.549865,32.215106666666664,13.8,175.6,,
2025-07-01 02:47:14,119.55180166666666,32.21411,13.3,357.2,,
2025-07-01 02:49:45,119.54956666666666,32.222355,7.2,329.6,,
2025-07-01 02:54:45,119.550055,32.22220333333333,2.2,314.6,,
2025-07-01 02:58:18,119.549385,32.20883833333333,13.4,184.1,,
2025-07-01 03:00:47,119.55003333333332,32.203495,9.5,170.9,,
2025-07-01 03:05:49,119.56069666666669,32.19155166666667,13.2,118.7,,
2025-07-01 03:08:20,119.571445,32.188298333333336,14.0,108.1,,
2025-07-01 03:09:20,119.57570166666666,32.18736666666667,13.3,102.4,,
2025-07-01 03:11:21,119.5843,32.186571666666666,13.0,89.9,,
2025-07-01 03:12:52,119.59071,32.186548333333334,13.0,88.9,,
2025-07-01 03:14:52,119.599275,32.18725,13.1,82.0,,
2025-07-01 03:17:22,119.60941833333334,32.189715,12.6,75.0,,
2025-07-01 03:18:22,119.61332666666668,32.190556666666666,11.8,77.9,,
2025-07-01 03:20:23,119.61905833333331,32.19285333333333,5.8,4.7,,
2025-07-01 03:22:24,119.62088166666666,32.19601,7.9,39.4,,
2025-07-01 03:28:56,119.62516666666669,32.199236666666664,0.4,297.2,,
2025-07-01 03:34:00,119.619255,32.197291666666665,10.8,231.3,,
2025-07-01 03:36:01,119.613105,32.194451666666666,9.8,254.5,,
2025-07-01 03:38:01,119.61009666666666,32.19394333333333,9.3,260.4,,
2025-07-01 03:41:02,119.60096833333331,32.19282333333334,9.4,263.5,,
2025-07-01 03:43:02,119.59443833333331,32.192335,10.7,264.0,,
2025-07-01 03:46:03,119.58401333333332,32.19126333333333,10.5,264.1,,
2025-07-01 03:48:04,119.57717833333334,32.191293333333334,10.4,275.2,,
2025-07-01 03:50:04,119.57047833333333,32.19284833333333,10.6,289.5,,
2025-07-01 03:52:05,119.56419166666667,32.195326666666666,10.4,296.7,,
2025-07-01 03:55:06,119.55577833333334,32.200223333333334,10.5,317.7,,
2025-07-01 03:57:38,119.55287,32.209756666666664,10.5,357.6,,
2025-07-01 04:00:38,119.55155666666668,32.21525833333333,10.6,330.7,,
2025-07-01 04:02:38,119.55202666666666,32.221156666666666,10.5,6.3,,
2025-07-01 04:04:39,119.55229166666666,32.227196666666664,11.3,9.1,,
2025-07-01 04:06:09,119.55388,32.23211166666667,12.2,16.6,,
2025-07-01 04:08:10,119.55513,32.23645666666667,6.1,1.7,,
2025-07-01 04:25:14,119.554185,32.23840333333333,0.0,287.3,,
2025-07-01 04:58:23,119.55418833333331,32.238405,0.0,62.2,,
2025-07-01 05:28:32,119.55418166666666,32.23840166666667,0.0,30.4,,
2025-07-01 06:04:42,119.55418333333331,32.23840666666667,0.0,123.7,,
2025-07-01 06:37:50,119.554175,32.238413333333334,0.0,7.9,,
2025-07-01 07:07:59,119.55417333333334,32.238395,0.0,135.6,,
2025-07-01 07:41:08,119.554185,32.23840166666667,0.0,72.9,,
2025-07-01 08:17:16,119.55418,32.23840166666667,0.0,124.1,,
2025-07-01 08:53:26,119.554185,32.23838833333333,0.0,310.1,,
2025-07-01 08:58:58,119.54583666666667,32.23481666666667,10.4,248.6,,
2025-07-01 09:07:30,119.54177166666666,32.23308333333333,10.5,144.1,,
2025-07-01 09:09:30,119.54625166666666,32.227713333333334,13.4,151.3,,
2025-07-01 09:12:01,119.54967333333332,32.219386666666665,11.2,177.2,,
2025-07-01 09:13:31,119.549695,32.214103333333334,13.9,181.1,,
2025-07-01 09:16:02,119.54949333333332,32.205055,12.4,175.1,,
2025-07-01 09:17:32,119.55093333333332,32.200515,9.9,160.0,,
