postTime,lon,lat,sog,cog,heading,rot
2025-07-01 01:45:07,121.00766166666666,31.780148333333333,3.2,279.0,279.0,
2025-07-01 01:48:07,121.00441666666669,31.780155,3.2,269.6,269.0,
2025-07-01 01:51:18,121.001105,31.780686666666668,3.3,285.0,285.0,
2025-07-01 01:54:18,120.99798,31.78073833333333,3.3,265.0,265.0,
2025-07-01 01:57:19,120.99447,31.78093833333333,3.7,282.0,282.0,
2025-07-01 02:01:00,120.9903,31.781448333333334,3.5,276.0,276.0,
2025-07-01 02:05:00,120.98575333333334,31.78152833333333,3.5,269.6,269.0,
2025-07-01 02:08:00,120.98236833333333,31.781511666666667,3.5,273.2,273.0,
2025-07-01 02:11:12,120.97867333333332,31.78165333333333,3.6,271.2,271.0,
2025-07-01 02:14:12,120.975115,31.78237,3.6,280.7,280.0,
2025-07-01 02:17:12,120.97158,31.782625,3.6,270.2,270.0,
2025-07-01 02:21:24,120.96642666666666,31.78266333333333,3.7,267.2,267.0,
2025-07-01 02:24:24,120.96300666666669,31.782985,3.5,280.6,280.0,
2025-07-01 02:27:24,120.95952166666666,31.78345333333333,3.7,282.7,282.0,
2025-07-01 02:30:24,120.95637833333332,31.784966666666666,3.5,298.0,298.0,
2025-07-01 02:33:36,120.952945,31.78628,3.7,297.7,297.0,
2025-07-01 02:36:36,120.94981833333334,31.78760833333333,3.5,290.6,290.0,
2025-07-01 02:39:36,120.94670333333332,31.788915,3.6,299.8,299.0,
2025-07-01 02:42:47,120.94359666666666,31.79068833333333,3.6,310.9,310.0,
2025-07-01 02:45:48,120.94121166666666,31.792956666666665,3.6,322.8,322.0,
2025-07-01 02:48:48,120.93909666666669,31.795256666666667,3.4,323.4,323.0,
2025-07-01 02:51:59,120.93668333333332,31.79743,3.6,315.9,315.0,
2025-07-01 02:54:59,120.93444166666669,31.799781666666668,3.7,322.0,322.0,
2025-07-01 02:57:59,120.93188333333332,31.80206,3.8,315.4,315.0,
2025-07-01 03:01:30,120.92937666666668,31.805046666666662,3.7,322.0,322.0,
2025-07-01 03:04:36,120.92705166666669,31.807621666666662,3.8,321.5,321.0,
