postTime,lon,lat,sog,cog,heading,rot
2025-07-01 00:07:17,119.62326666666668,32.190403333333336,0.0,253.8,,
2025-07-01 00:37:17,119.62328,32.19041,0.0,253.8,,
2025-07-01 00:59:15,119.62342666666666,32.19049,2.9,61.6,,
2025-07-01 01:01:44,119.62062666666668,32.19359333333333,8.6,298.3,,
2025-07-01 01:03:44,119.61546666666666,32.193866666666665,7.4,258.3,,
2025-07-01 01:05:46,119.61068,32.19291333333334,7.2,260.8,,
2025-07-01 01:07:46,119.606,32.19244666666667,7.3,265.1,,
2025-07-01 01:09:46,119.60118666666666,32.192076666666665,7.5,265.4,,
2025-07-01 01:11:46,119.59618666666668,32.19168333333333,7.7,262.9,,
2025-07-01 01:13:46,119.59121333333331,32.191336666666665,7.4,265.5,,
2025-07-01 01:15:46,119.58661333333332,32.19088,6.9,259.3,,
2025-07-01 01:17:46,119.58214666666667,32.19040666666667,6.9,265.3,,
2025-07-01 01:19:55,119.57741333333334,32.19036,6.5,274.2,,
2025-07-01 01:22:04,119.57305333333332,32.19142,6.6,287.6,,
2025-07-01 01:24:04,119.56892,32.19235,6.4,285.7,,
2025-07-01 01:26:04,119.56493333333331,32.19351,6.5,292.9,,
2025-07-01 01:28:04,119.56126666666668,32.19539666666667,6.6,306.1,,
2025-07-01 01:30:16,119.55738666666667,32.1978,6.5,310.2,,
2025-07-01 01:32:16,119.55422666666666,32.200253333333336,6.4,322.8,,
2025-07-01 01:34:16,119.55252,32.20350333333333,6.7,337.5,,
2025-07-01 01:36:16,119.55196,32.207226666666664,6.6,356.6,,
2025-07-01 01:38:16,119.55185333333333,32.210926666666666,6.7,359.4,,
2025-07-01 01:40:25,119.55162666666666,32.215046666666666,6.8,354.2,,
2025-07-01 01:42:46,119.55130666666666,32.21975666666667,7.2,354.8,,
2025-07-01 01:44:46,119.55041333333334,32.22374666666666,7.1,351.3,,
2025-07-01 01:46:46,119.55010666666666,32.22741333333333,6.3,1.2,,
2025-07-01 01:48:46,119.5504,32.231006666666666,6.5,5.1,,
2025-07-01 01:50:46,119.54952,32.234276666666666,6.1,322.8,,
2025-07-01 01:52:54,119.54642666666666,32.23687666666667,6.5,306.3,,
2025-07-01 01:55:16,119.54214666666668,32.239513333333335,7.1,305.5,,
2025-07-01 03:26:25,119.39342666666668,32.23784333333333,6.1,214.3,,
2025-07-01 03:28:35,119.39104,32.23479,6.1,209.3,,
2025-07-01 03:31:05,119.38804,32.23155333333333,6.0,230.5,,
2025-07-01 03:33:05,119.38525333333334,32.229146666666665,6.0,215.9,,
2025-07-01 03:35:05,119.38216,32.22668,7.9,224.2,,
2025-07-01 03:37:05,119.37904,32.22366,6.6,213.7,,
2025-07-01 03:40:14,119.37556,32.21997666666667,3.1,228.8,,
